Date,Price,Open,High,Low,Vol.,Change %
1/22/2024,"19,200.00","19,050.00","19,200.00","18,650.00",10.85M,1.32%
1/19/2024,"18,950.00","19,300.00","19,300.00","18,950.00",7.63M,-1.30%
1/18/2024,"19,200.00","19,150.00","19,300.00","18,900.00",12.06M,1.32%
1/17/2024,"18,950.00","19,000.00","19,200.00","18,800.00",7.15M,-0.26%
1/16/2024,"19,000.00","18,500.00","19,000.00","18,450.00",8.06M,2.15%
1/15/2024,"18,600.00","18,950.00","19,100.00","18,600.00",10.47M,-1.06%
1/12/2024,"18,800.00","19,000.00","19,050.00","18,600.00",25.88M,-2.34%
1/11/2024,"19,250.00","19,500.00","19,500.00","19,100.00",10.38M,-1.28%
1/10/2024,"19,500.00","19,700.00","19,700.00","19,050.00",15.00M,-1.02%
1/9/2024,"19,700.00","19,850.00","20,000.00","19,500.00",20.27M,-0.25%
1/8/2024,"19,750.00","19,650.00","20,050.00","19,500.00",22.51M,1.80%
1/5/2024,"19,400.00","19,200.00","19,600.00","19,150.00",15.04M,1.04%
1/4/2024,"19,200.00","19,200.00","19,600.00","19,100.00",22.17M,0.26%
1/3/2024,"19,150.00","19,000.00","19,200.00","18,900.00",8.90M,0.52%
1/2/2024,"19,050.00","19,400.00","19,500.00","18,950.00",13.23M,-1.55%
12/29/2023,"19,350.00","19,100.00","19,450.00","19,000.00",14.83M,1.57%
12/28/2023,"19,050.00","18,950.00","19,200.00","18,850.00",9.57M,0.79%
12/27/2023,"18,900.00","19,150.00","19,200.00","18,900.00",9.10M,-1.05%
12/26/2023,"19,100.00","19,150.00","19,200.00","18,850.00",8.82M,0.79%
12/25/2023,"18,950.00","18,750.00","19,200.00","18,600.00",10.10M,1.07%
12/22/2023,"18,750.00","19,250.00","19,300.00","18,750.00",11.80M,-2.34%
12/21/2023,"19,200.00","18,950.00","19,200.00","18,850.00",8.32M,0.26%
12/20/2023,"19,150.00","19,000.00","19,350.00","19,000.00",9.06M,1.06%
12/19/2023,"18,950.00","18,600.00","18,950.00","18,400.00",8.97M,1.61%
12/18/2023,"18,650.00","18,750.00","18,850.00","18,500.00",7.97M,0.00%
12/15/2023,"18,650.00","18,300.00","18,950.00","18,250.00",11.37M,2.19%
12/14/2023,"18,250.00","18,900.00","18,950.00","18,250.00",14.83M,-4.45%
12/13/2023,"19,100.00","19,600.00","19,700.00","19,050.00",24.68M,-1.80%
12/12/2023,"19,450.00","19,400.00","19,800.00","19,400.00",17.10M,0.52%
12/11/2023,"19,350.00","19,900.00","19,900.00","19,250.00",26.03M,-3.25%
12/8/2023,"20,000.00","20,550.00","20,600.00","19,700.00",30.91M,-2.44%
12/7/2023,"20,500.00","21,400.00","21,450.00","20,000.00",36.08M,-3.76%
12/6/2023,"21,300.00","21,100.00","21,450.00","20,850.00",24.91M,0.95%
12/5/2023,"21,100.00","20,650.00","21,200.00","20,550.00",35.01M,2.18%
12/4/2023,"20,650.00","20,100.00","20,950.00","20,050.00",21.26M,4.03%
12/1/2023,"19,850.00","20,000.00","20,150.00","19,300.00",34.60M,-0.75%
11/30/2023,"20,000.00","20,000.00","20,500.00","19,900.00",16.81M,0.50%
11/29/2023,"19,900.00","19,800.00","20,150.00","19,700.00",10.91M,0.76%
11/28/2023,"19,750.00","19,400.00","19,800.00","18,650.00",16.87M,1.80%
11/27/2023,"19,400.00","20,000.00","20,250.00","19,400.00",10.76M,-3.00%
11/24/2023,"20,000.00","19,850.00","20,000.00","19,000.00",26.46M,1.27%
11/23/2023,"19,750.00","21,400.00","21,400.00","19,750.00",22.13M,-6.84%
11/22/2023,"21,200.00","20,150.00","21,300.00","20,150.00",38.02M,4.69%
11/21/2023,"20,250.00","20,450.00","20,450.00","20,100.00",14.50M,0.50%
11/20/2023,"20,150.00","19,100.00","20,250.00","19,100.00",16.09M,1.77%
11/17/2023,"19,800.00","20,550.00","20,700.00","19,500.00",30.89M,-3.65%
11/16/2023,"20,550.00","19,850.00","20,600.00","19,800.00",16.58M,2.24%
11/15/2023,"20,100.00","20,550.00","20,600.00","19,850.00",23.84M,0.75%
11/14/2023,"19,950.00","20,500.00","20,550.00","19,700.00",21.88M,-0.99%
11/13/2023,"20,150.00","20,000.00","20,450.00","19,300.00",19.06M,1.77%
11/10/2023,"19,800.00","19,200.00","20,800.00","19,200.00",33.52M,1.80%
11/9/2023,"19,450.00","19,300.00","20,200.00","19,150.00",26.65M,2.37%
11/8/2023,"19,000.00","17,750.00","19,000.00","17,650.00",20.95M,6.74%
11/7/2023,"17,800.00","18,050.00","18,400.00","17,750.00",15.34M,-2.47%
11/6/2023,"18,250.00","18,400.00","18,400.00","17,800.00",13.09M,1.11%
11/3/2023,"18,050.00","18,200.00","18,450.00","17,800.00",20.78M,0.28%
11/2/2023,"18,000.00","17,300.00","18,000.00","17,100.00",20.81M,6.82%
11/1/2023,"16,850.00","16,850.00","16,950.00","15,800.00",15.76M,1.20%
10/31/2023,"16,650.00","16,950.00","17,300.00","16,600.00",20.39M,0.00%
10/30/2023,"16,650.00","17,150.00","17,650.00","16,650.00",14.39M,-4.31%
10/27/2023,"17,400.00","16,750.00","17,400.00","16,300.00",19.86M,6.75%
10/26/2023,"16,300.00","16,700.00","16,750.00","15,950.00",32.22M,-4.96%
10/25/2023,"17,150.00","17,700.00","17,950.00","17,050.00",12.89M,-3.11%
10/24/2023,"17,700.00","17,050.00","17,750.00","17,000.00",14.23M,4.73%
10/23/2023,"16,900.00","16,900.00","17,600.00","16,750.00",16.81M,0.90%
10/20/2023,"16,750.00","15,950.00","16,750.00","15,850.00",13.19M,6.69%
10/19/2023,"15,700.00","15,600.00","16,350.00","15,350.00",15.21M,1.29%
10/18/2023,"15,500.00","16,600.00","16,850.00","15,300.00",20.40M,-5.49%
10/17/2023,"16,400.00","17,600.00","17,900.00","16,400.00",10.40M,-6.02%
10/16/2023,"17,450.00","18,450.00","18,500.00","17,450.00",11.84M,-4.90%
10/13/2023,"18,350.00","17,500.00","18,600.00","17,250.00",14.21M,2.51%
10/12/2023,"17,900.00","17,900.00","18,400.00","17,800.00",15.77M,0.85%
10/11/2023,"17,750.00","17,100.00","17,750.00","16,800.00",11.32M,4.41%
10/10/2023,"17,000.00","17,650.00","17,650.00","17,000.00",11.51M,-1.73%
10/9/2023,"17,300.00","16,800.00","17,400.00","16,750.00",10.65M,3.59%
10/6/2023,"16,700.00","16,600.00","17,000.00","15,950.00",17.45M,0.60%
10/5/2023,"16,600.00","18,000.00","18,050.00","16,600.00",19.76M,-6.74%
10/4/2023,"17,800.00","16,800.00","18,100.00","16,800.00",17.19M,0.28%
10/3/2023,"17,750.00","18,800.00","18,850.00","17,750.00",19.36M,-6.82%
10/2/2023,"19,050.00","18,900.00","19,450.00","18,800.00",9.11M,0.79%
9/29/2023,"18,900.00","19,250.00","19,350.00","18,600.00",11.58M,-0.53%
9/28/2023,"19,000.00","19,000.00","19,250.00","18,250.00",15.30M,-1.04%
9/27/2023,"19,200.00","18,200.00","19,200.00","17,450.00",17.83M,6.37%
9/26/2023,"18,050.00","18,550.00","19,900.00","18,050.00",24.93M,-6.48%
9/25/2023,"19,300.00","20,150.00","20,800.00","19,300.00",16.13M,-6.99%
9/22/2023,"20,750.00","21,600.00","21,900.00","20,750.00",30.66M,-6.95%
9/21/2023,"22,300.00","23,150.00","23,200.00","22,250.00",22.88M,-3.46%
9/20/2023,"23,100.00","22,350.00","23,200.00","22,000.00",23.58M,4.29%
9/19/2023,"22,150.00","22,400.00","22,400.00","21,500.00",21.00M,-0.23%
9/18/2023,"22,200.00","21,600.00","22,450.00","21,550.00",20.64M,1.60%
9/15/2023,"21,850.00","21,500.00","22,150.00","21,200.00",17.32M,2.58%
9/14/2023,"21,300.00","21,750.00","21,950.00","21,000.00",21.55M,-2.29%
9/13/2023,"21,800.00","22,450.00","22,700.00","21,000.00",23.61M,-2.24%
9/12/2023,"22,300.00","21,200.00","22,300.00","21,000.00",18.22M,5.19%
9/11/2023,"21,200.00","22,600.00","22,700.00","21,200.00",36.21M,-6.19%
9/8/2023,"22,600.00","22,850.00","23,000.00","22,600.00",16.70M,-1.09%
9/7/2023,"22,850.00","22,400.00","23,150.00","22,400.00",19.94M,2.70%
9/6/2023,"22,250.00","21,600.00","22,250.00","21,050.00",41.80M,0.68%
9/5/2023,"22,100.00","22,500.00","22,850.00","22,050.00",17.01M,-0.67%
8/31/2023,"22,250.00","22,500.00","22,600.00","22,100.00",14.46M,0.23%
8/30/2023,"22,200.00","22,000.00","22,500.00","21,750.00",18.62M,1.14%
8/29/2023,"21,950.00","22,200.00","22,500.00","21,650.00",23.37M,-0.68%
8/28/2023,"22,100.00","21,200.00","22,300.00","20,800.00",26.86M,5.24%
8/25/2023,"21,000.00","20,400.00","21,400.00","20,300.00",38.05M,3.96%
8/24/2023,"20,200.00","19,050.00","20,200.00","19,000.00",33.77M,6.88%
8/23/2023,"18,900.00","19,250.00","19,650.00","18,900.00",20.57M,-1.05%
8/22/2023,"19,100.00","19,100.00","19,150.00","17,900.00",20.27M,0.79%
8/21/2023,"18,950.00","18,800.00","19,350.00","18,100.00",21.81M,0.53%
8/18/2023,"18,850.00","19,950.00","20,250.00","18,850.00",47.62M,-6.91%
8/17/2023,"20,250.00","20,850.00","20,900.00","20,250.00",23.17M,-2.41%
8/16/2023,"20,750.00","20,450.00","21,000.00","20,200.00",22.61M,1.72%
8/15/2023,"20,400.00","20,600.00","20,900.00","20,250.00",24.96M,0.00%
8/14/2023,"20,400.00","20,600.00","21,150.00","20,400.00",28.87M,0.74%
8/11/2023,"20,250.00","19,150.00","20,250.00","18,800.00",36.55M,6.86%
8/10/2023,"18,950.00","19,050.00","19,600.00","18,950.00",22.83M,-0.26%
8/9/2023,"19,000.00","18,750.00","19,350.00","18,500.00",24.12M,1.33%
8/8/2023,"18,750.00","19,200.00","19,300.00","18,750.00",28.37M,-2.09%
8/7/2023,"19,150.00","19,550.00","19,650.00","18,900.00",27.93M,-1.29%
8/4/2023,"19,400.00","19,200.00","19,500.00","18,800.00",31.34M,3.74%
8/3/2023,"18,700.00","18,600.00","19,200.00","18,350.00",29.98M,0.81%
8/2/2023,"18,550.00","18,050.00","18,650.00","18,050.00",27.00M,2.77%
8/1/2023,"18,050.00","19,000.00","19,000.00","18,050.00",27.13M,-5.00%
7/31/2023,"19,000.00","18,950.00","19,150.00","18,500.00",30.80M,0.26%
7/28/2023,"18,950.00","18,250.00","19,000.00","18,200.00",29.55M,4.99%
7/27/2023,"18,050.00","17,100.00","18,050.00","17,000.00",43.73M,6.80%
7/26/2023,"16,900.00","16,650.00","16,950.00","16,450.00",21.62M,1.81%
7/25/2023,"16,600.00","16,900.00","16,950.00","16,500.00",23.48M,-1.78%
7/24/2023,"16,900.00","16,700.00","17,150.00","16,650.00",22.24M,2.74%
7/21/2023,"16,450.00","16,000.00","16,700.00","15,900.00",25.02M,3.46%
7/20/2023,"15,900.00","15,700.00","15,950.00","15,600.00",17.63M,1.27%
7/19/2023,"15,700.00","16,500.00","16,550.00","15,700.00",30.40M,-3.98%
7/18/2023,"16,350.00","16,300.00","16,600.00","16,100.00",23.18M,0.31%
7/17/2023,"16,300.00","15,950.00","16,600.00","15,900.00",26.34M,3.49%
7/14/2023,"15,750.00","15,700.00","15,850.00","15,500.00",22.17M,1.29%
7/13/2023,"15,550.00","15,050.00","15,650.00","15,000.00",26.70M,4.01%
7/12/2023,"14,950.00","15,100.00","15,200.00","14,750.00",12.74M,-0.33%
7/11/2023,"15,000.00","15,400.00","15,400.00","14,950.00",11.79M,-1.32%
7/10/2023,"15,200.00","14,900.00","15,500.00","14,800.00",16.55M,2.36%
7/7/2023,"14,850.00","14,700.00","14,850.00","14,250.00",11.73M,1.71%
7/6/2023,"14,600.00","15,150.00","15,250.00","14,550.00",15.48M,-3.63%
7/5/2023,"15,150.00","15,400.00","15,450.00","15,100.00",10.66M,-0.98%
7/4/2023,"15,300.00","14,800.00","15,300.00","14,800.00",11.91M,2.68%
7/3/2023,"14,900.00","14,950.00","15,050.00","14,700.00",8.98M,0.34%
6/30/2023,"14,850.00","14,800.00","15,000.00","14,700.00",11.52M,-0.34%
6/29/2023,"14,900.00","15,500.00","15,600.00","14,900.00",22.68M,-4.18%
6/28/2023,"15,550.00","15,800.00","16,100.00","15,550.00",17.18M,-0.96%
6/27/2023,"15,700.00","15,850.00","15,900.00","15,450.00",14.18M,-0.63%
6/26/2023,"15,800.00","15,700.00","15,950.00","15,200.00",23.37M,0.00%
6/23/2023,"15,800.00","16,000.00","16,000.00","15,600.00",17.35M,-1.25%
6/22/2023,"16,000.00","15,550.00","16,100.00","15,450.00",30.86M,4.23%
6/21/2023,"15,350.00","15,250.00","15,500.00","15,100.00",20.21M,0.66%
6/20/2023,"15,250.00","14,650.00","15,250.00","14,550.00",25.94M,5.17%
6/19/2023,"14,500.00","14,400.00","14,700.00","14,300.00",12.15M,1.75%
6/16/2023,"14,250.00","14,450.00","14,750.00","14,250.00",19.44M,0.35%
6/15/2023,"14,200.00","14,400.00","14,450.00","14,000.00",15.12M,-1.39%
6/14/2023,"14,400.00","14,700.00","14,900.00","14,400.00",13.44M,-0.69%
6/13/2023,"14,500.00","14,500.00","14,750.00","14,300.00",16.16M,1.40%
6/12/2023,"14,300.00","14,600.00","14,600.00","14,050.00",13.64M,-1.38%
6/9/2023,"14,500.00","14,500.00","14,650.00","14,000.00",20.17M,0.00%
6/8/2023,"14,500.00","15,400.00","15,400.00","14,500.00",23.35M,-4.61%
6/7/2023,"15,200.00","14,950.00","15,600.00","14,900.00",22.38M,2.01%
6/6/2023,"14,900.00","14,600.00","14,900.00","14,450.00",17.30M,1.71%
6/5/2023,"14,650.00","15,300.00","15,300.00","14,600.00",29.66M,-3.30%
6/2/2023,"15,150.00","15,400.00","15,500.00","15,000.00",20.98M,0.00%
6/1/2023,"15,150.00","14,900.00","15,200.00","14,850.00",18.46M,1.68%
5/31/2023,"14,900.00","14,950.00","15,200.00","14,850.00",15.10M,-0.33%
5/30/2023,"14,950.00","14,950.00","15,200.00","14,750.00",30.20M,2.40%
5/29/2023,"14,600.00","14,650.00","14,750.00","14,500.00",13.24M,1.04%
5/26/2023,"14,450.00","14,000.00","14,700.00","13,950.00",20.07M,3.96%
5/25/2023,"13,900.00","14,150.00","14,250.00","13,800.00",12.63M,-1.77%
5/24/2023,"14,150.00","14,150.00","14,450.00","14,050.00",14.05M,0.71%
5/23/2023,"14,050.00","14,300.00","14,400.00","13,950.00",15.45M,-1.40%
5/22/2023,"14,250.00","14,200.00","14,400.00","14,100.00",10.10M,1.06%
5/19/2023,"14,100.00","13,900.00","14,200.00","13,550.00",11.90M,2.17%
5/18/2023,"13,800.00","14,050.00","14,200.00","13,750.00",17.44M,-1.08%
5/17/2023,"13,950.00","14,550.00","14,900.00","13,950.00",25.97M,-3.79%
5/16/2023,"14,500.00","14,200.00","14,500.00","14,100.00",17.43M,2.47%
5/15/2023,"14,150.00","14,800.00","14,800.00","14,150.00",20.52M,-3.41%
5/12/2023,"14,650.00","14,450.00","14,650.00","14,350.00",17.45M,1.03%
5/11/2023,"14,500.00","14,350.00","14,950.00","14,150.00",26.89M,1.40%
5/10/2023,"14,300.00","13,500.00","14,300.00","13,500.00",34.73M,6.72%
5/9/2023,"13,400.00","13,500.00","13,550.00","13,200.00",9.64M,0.37%
5/8/2023,"13,350.00","13,350.00","13,800.00","13,200.00",22.27M,1.14%
5/5/2023,"13,200.00","13,300.00","13,450.00","13,100.00",12.29M,-0.75%
5/4/2023,"13,300.00","13,300.00","13,700.00","13,150.00",19.07M,-1.48%
4/28/2023,"13,500.00","13,250.00","13,750.00","13,250.00",21.30M,2.27%
4/27/2023,"13,200.00","12,700.00","13,450.00","12,600.00",30.21M,4.76%
4/26/2023,"12,600.00","12,600.00","12,700.00","12,400.00",7.82M,0.40%
4/25/2023,"12,550.00","12,950.00","12,950.00","12,550.00",10.09M,-1.57%
4/24/2023,"12,750.00","12,500.00","12,850.00","12,500.00",7.78M,0.79%
4/21/2023,"12,650.00","12,750.00","12,950.00","12,500.00",11.04M,0.40%
4/20/2023,"12,600.00","12,950.00","12,950.00","12,500.00",8.34M,-0.79%
4/19/2023,"12,700.00","13,200.00","13,200.00","12,550.00",12.72M,-2.68%
4/18/2023,"13,050.00","12,700.00","13,200.00","12,400.00",18.31M,2.76%
4/17/2023,"12,700.00","12,550.00","12,850.00","12,450.00",13.79M,-0.39%
4/14/2023,"12,750.00","13,750.00","13,800.00","12,750.00",28.64M,-6.93%
4/13/2023,"13,700.00","13,700.00","13,900.00","13,500.00",20.26M,0.37%
4/12/2023,"13,650.00","13,800.00","13,950.00","13,400.00",21.95M,-0.36%
4/11/2023,"13,700.00","13,100.00","13,700.00","12,900.00",19.74M,2.62%
4/10/2023,"13,350.00","13,550.00","14,000.00","13,200.00",19.20M,-1.84%
4/7/2023,"13,600.00","13,300.00","13,650.00","13,050.00",18.89M,3.82%
4/6/2023,"13,100.00","14,000.00","14,200.00","13,100.00",28.01M,-4.38%
4/5/2023,"13,700.00","13,350.00","13,800.00","13,300.00",14.02M,2.24%
4/4/2023,"13,400.00","13,500.00","13,650.00","13,250.00",22.54M,0.00%
4/3/2023,"13,400.00","12,950.00","13,400.00","12,850.00",20.09M,6.77%
3/31/2023,"12,550.00","12,600.00","12,600.00","12,300.00",15.97M,0.80%
3/30/2023,"12,450.00","12,600.00","12,700.00","12,400.00",16.28M,0.40%
3/29/2023,"12,400.00","12,300.00","12,450.00","12,200.00",9.72M,0.40%
3/28/2023,"12,350.00","12,200.00","12,650.00","12,200.00",20.88M,1.65%
3/27/2023,"12,150.00","12,100.00","12,300.00","11,950.00",11.97M,2.53%
3/24/2023,"11,850.00","11,800.00","12,200.00","11,650.00",19.10M,0.85%
3/23/2023,"11,750.00","11,500.00","11,750.00","11,300.00",9.93M,2.17%
3/22/2023,"11,500.00","11,750.00","11,950.00","11,500.00",12.35M,-0.43%
3/21/2023,"11,550.00","11,000.00","11,650.00","11,000.00",17.32M,4.05%
3/20/2023,"11,100.00","11,500.00","11,650.00","11,100.00",16.76M,-5.13%
3/17/2023,"11,700.00","11,800.00","11,900.00","11,350.00",18.04M,2.18%
3/16/2023,"11,450.00","11,300.00","11,700.00","11,300.00",23.54M,0.88%
3/15/2023,"11,350.00","11,100.00","11,350.00","10,950.00",10.75M,6.57%
3/14/2023,"10,650.00","11,150.00","11,400.00","10,500.00",17.58M,-4.91%
3/13/2023,"11,200.00","11,100.00","11,650.00","11,100.00",13.12M,-0.44%
3/10/2023,"11,250.00","11,200.00","11,400.00","11,000.00",15.15M,0.45%
3/9/2023,"11,200.00","11,500.00","11,550.00","11,150.00",12.43M,0.00%
3/8/2023,"11,200.00","10,300.00","11,200.00","10,300.00",24.61M,6.67%
3/7/2023,"10,500.00","11,100.00","11,100.00","10,500.00",11.29M,-2.78%
3/6/2023,"10,800.00","10,700.00","10,800.00","10,650.00",15.63M,6.93%
3/3/2023,"10,100.00","10,450.00","10,450.00","9,900.00",10.04M,-0.49%
3/2/2023,"10,150.00","10,200.00","10,400.00","9,900.00",9.14M,-1.46%
3/1/2023,"10,300.00","9,810.00","10,300.00","9,710.00",12.83M,3.00%
2/28/2023,"10,000.00","10,050.00","10,200.00","9,900.00",11.28M,1.94%
2/27/2023,"9,810.00","10,100.00","10,500.00","9,650.00",16.61M,-5.22%
2/24/2023,"10,350.00","11,000.00","11,050.00","10,350.00",8.10M,-5.05%
2/23/2023,"10,900.00","10,800.00","11,000.00","10,300.00",11.66M,-0.91%
2/22/2023,"11,000.00","11,500.00","11,700.00","11,000.00",19.38M,-6.78%
2/21/2023,"11,800.00","12,200.00","12,400.00","11,800.00",14.86M,-0.84%
2/20/2023,"11,900.00","11,300.00","11,900.00","11,300.00",14.52M,6.73%
2/17/2023,"11,150.00","11,200.00","11,600.00","11,150.00",11.88M,0.00%
2/16/2023,"11,150.00","11,150.00","11,300.00","10,650.00",9.23M,1.83%
2/15/2023,"10,950.00","10,250.00","10,950.00","10,250.00",12.59M,6.83%
2/14/2023,"10,250.00","10,900.00","11,000.00","10,150.00",10.72M,-5.09%
2/13/2023,"10,800.00","11,300.00","11,350.00","10,800.00",13.54M,-6.90%
2/10/2023,"11,600.00","12,500.00","12,500.00","11,600.00",10.47M,-5.69%
2/9/2023,"12,300.00","12,200.00","12,750.00","12,200.00",4.73M,-1.60%
2/8/2023,"12,500.00","13,300.00","13,300.00","12,000.00",10.20M,-1.57%
2/7/2023,"12,700.00","13,750.00","13,750.00","12,700.00",9.58M,-5.93%
2/6/2023,"13,500.00","13,150.00","13,700.00","13,000.00",8.05M,0.75%
2/3/2023,"13,400.00","13,500.00","13,900.00","13,250.00",6.05M,-0.37%
2/2/2023,"13,450.00","13,900.00","14,050.00","13,000.00",10.90M,-3.24%
2/1/2023,"13,900.00","15,000.00","15,150.00","13,900.00",20.56M,-6.71%
1/31/2023,"14,900.00","14,300.00","14,900.00","14,300.00",9.54M,3.47%
1/30/2023,"14,400.00","13,900.00","15,000.00","13,700.00",16.46M,2.13%
1/27/2023,"14,100.00","14,200.00","14,350.00","14,000.00",7.11M,0.71%
1/19/2023,"14,000.00","14,150.00","14,300.00","13,900.00",7.75M,-1.06%
1/18/2023,"14,150.00","13,950.00","14,400.00","13,700.00",9.95M,4.04%
1/17/2023,"13,600.00","12,900.00","13,600.00","12,900.00",6.78M,5.84%
1/16/2023,"12,850.00","12,900.00","13,200.00","12,650.00",4.02M,-0.39%
1/13/2023,"12,900.00","13,300.00","13,400.00","12,800.00",4.99M,-1.15%
1/12/2023,"13,050.00","13,400.00","13,400.00","12,950.00",4.51M,-2.25%
1/11/2023,"13,350.00","12,900.00","13,400.00","12,750.00",9.10M,6.37%
1/10/2023,"12,550.00","12,800.00","12,900.00","12,250.00",6.13M,-1.57%
1/9/2023,"12,750.00","13,300.00","13,450.00","12,750.00",5.63M,-3.41%
1/6/2023,"13,200.00","13,400.00","13,850.00","13,050.00",8.37M,-1.49%
1/5/2023,"13,400.00","13,600.00","13,650.00","13,100.00",6.39M,-0.74%
1/4/2023,"13,500.00","13,950.00","14,150.00","13,500.00",7.38M,-0.74%
1/3/2023,"13,600.00","12,650.00","13,600.00","12,650.00",9.62M,6.67%
12/30/2022,"12,750.00","12,550.00","12,800.00","11,900.00",9.80M,2.82%
12/29/2022,"12,400.00","12,700.00","13,300.00","12,400.00",5.02M,-3.50%
12/28/2022,"12,850.00","13,100.00","13,200.00","12,700.00",5.72M,-0.77%
12/27/2022,"12,950.00","12,150.00","13,150.00","11,900.00",7.53M,5.28%
12/26/2022,"12,300.00","13,000.00","13,200.00","12,300.00",9.30M,-6.82%
12/23/2022,"13,200.00","13,600.00","13,750.00","13,100.00",4.77M,-3.30%
12/22/2022,"13,650.00","13,650.00","13,850.00","12,900.00",8.34M,2.25%
12/21/2022,"13,350.00","13,900.00","13,900.00","12,600.00",10.70M,-0.37%
12/20/2022,"13,400.00","14,050.00","14,250.00","13,200.00",16.00M,-4.96%
12/19/2022,"14,100.00","15,150.00","15,650.00","14,100.00",18.33M,-6.62%
12/16/2022,"15,100.00","14,850.00","15,700.00","14,800.00",13.41M,0.00%
12/15/2022,"15,100.00","13,900.00","15,100.00","13,900.00",20.74M,6.71%
12/14/2022,"14,150.00","14,800.00","14,800.00","13,950.00",13.82M,-0.70%
12/13/2022,"14,250.00","13,250.00","14,250.00","12,600.00",17.04M,6.74%
12/12/2022,"13,350.00","14,350.00","14,550.00","13,350.00",20.45M,-6.97%
12/9/2022,"14,350.00","14,500.00","14,600.00","13,650.00",17.39M,2.50%
12/8/2022,"14,000.00","13,500.00","14,000.00","13,350.00",14.72M,6.87%
12/7/2022,"13,100.00","13,500.00","13,850.00","13,100.00",24.09M,-6.76%
12/6/2022,"14,050.00","14,500.00","14,950.00","14,050.00",31.74M,-6.95%
12/5/2022,"15,100.00","15,550.00","15,550.00","14,450.00",23.67M,3.42%
12/2/2022,"14,600.00","13,650.00","14,600.00","13,150.00",23.51M,6.96%
12/1/2022,"13,650.00","13,650.00","13,650.00","13,000.00",27.93M,6.64%
11/30/2022,"12,800.00","12,400.00","12,800.00","12,050.00",13.60M,6.67%
11/29/2022,"12,000.00","12,000.00","12,000.00","11,300.00",41.84M,6.67%
11/28/2022,"11,250.00","11,250.00","11,250.00","11,250.00",2.64M,6.64%
11/25/2022,"10,550.00","10,300.00","10,550.00","10,150.00",6.63M,6.57%
11/24/2022,"9,900.00","9,500.00","9,990.00","9,200.00",12.11M,3.13%
11/23/2022,"9,600.00","10,200.00","10,400.00","9,600.00",10.71M,-5.88%
11/22/2022,"10,200.00","10,600.00","11,200.00","9,900.00",22.23M,-2.86%
11/21/2022,"10,500.00","10,900.00","10,950.00","10,250.00",16.01M,0.96%
11/18/2022,"10,400.00","9,900.00","10,400.00","9,300.00",23.57M,6.67%
11/17/2022,"9,750.00","9,450.00","9,750.00","9,350.00",16.49M,6.91%
11/16/2022,"9,120.00","7,940.00","9,120.00","7,940.00",26.97M,6.92%
11/15/2022,"8,530.00","8,530.00","8,700.00","8,530.00",11.08M,-6.98%
11/14/2022,"9,170.00","9,170.00","9,600.00","9,170.00",6.83M,-7.00%
11/11/2022,"9,860.00","10,800.00","11,100.00","9,860.00",12.06M,-6.98%
11/10/2022,"10,600.00","11,000.00","11,900.00","10,600.00",5.47M,-6.61%
11/9/2022,"11,350.00","11,350.00","11,750.00","11,200.00",7.86M,3.18%
11/8/2022,"11,000.00","11,000.00","11,500.00","11,000.00",11.27M,-6.78%
11/7/2022,"11,800.00","12,100.00","12,500.00","11,800.00",3.24M,-6.72%
11/4/2022,"12,650.00","13,250.00","13,500.00","12,650.00",9.29M,-6.64%
11/3/2022,"13,550.00","13,300.00","14,000.00","13,250.00",3.58M,-1.09%
11/2/2022,"13,700.00","14,400.00","14,550.00","13,700.00",5.87M,-4.86%
11/1/2022,"14,400.00","14,250.00","14,600.00","14,000.00",7.32M,2.86%
10/31/2022,"14,000.00","13,350.00","14,000.00","12,850.00",8.53M,3.70%
10/28/2022,"13,500.00","13,300.00","13,700.00","13,200.00",10.23M,5.06%
10/27/2022,"12,850.00","12,100.00","12,850.00","12,100.00",6.09M,6.64%
10/26/2022,"12,050.00","13,300.00","13,300.00","12,050.00",11.80M,-6.95%
10/25/2022,"12,950.00","13,700.00","14,300.00","12,950.00",11.72M,-6.83%
10/24/2022,"13,900.00","14,650.00","15,000.00","13,900.00",8.19M,-6.71%
10/21/2022,"14,900.00","16,300.00","16,300.00","14,900.00",11.46M,-6.88%
10/20/2022,"16,000.00","16,500.00","16,800.00","16,000.00",5.57M,-3.90%
10/19/2022,"16,650.00","16,800.00","17,250.00","16,650.00",4.34M,-0.89%
10/18/2022,"16,800.00","16,250.00","16,900.00","16,050.00",12.40M,6.33%
10/17/2022,"15,800.00","16,350.00","16,350.00","15,400.00",4.98M,-4.24%
10/14/2022,"16,500.00","16,900.00","17,100.00","16,400.00",7.13M,0.92%
10/13/2022,"16,350.00","16,100.00","16,550.00","16,050.00",5.65M,1.55%
10/12/2022,"16,100.00","15,300.00","16,400.00","14,550.00",7.48M,4.55%
10/11/2022,"15,400.00","16,550.00","16,550.00","15,400.00",13.63M,-6.95%
10/10/2022,"16,550.00","16,050.00","16,900.00","15,600.00",5.92M,1.22%
10/7/2022,"16,350.00","17,400.00","17,500.00","16,350.00",22.86M,-6.84%
10/6/2022,"17,550.00","18,900.00","19,200.00","17,550.00",9.19M,-6.90%
10/5/2022,"18,850.00","18,100.00","18,850.00","18,000.00",6.23M,6.80%
10/4/2022,"17,650.00","19,200.00","19,250.00","17,600.00",13.86M,-6.61%
10/3/2022,"18,900.00","20,000.00","20,400.00","18,900.00",7.22M,-6.90%
